name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,target
"Sonata for 2 pianos in D, K.448: 1. Allegro con spirito",Wolfgang Amadeus Mozart,0.377,0.173,9,-21.377,1,0.0329,0.991,0.909,0.103,0.558,132.187,500500,4,1
"The Gadfly Suite, Op. 97a: VIII. Romance",Dmitri Shostakovich,0.116,0.0694,0,-23.624,1,0.0497,0.969,0.644,0.109,0.0377,169.789,195333,4,1
"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live",Francis Poulenc,0.193,0.0839,8,-22.849,1,0.0406,0.971,0.822,0.118,0.0569,85.556,580253,4,1
"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",Pyotr Ilyich Tchaikovsky,0.241,0.122,7,-22.411,1,0.0497,0.925,0.66,0.126,0.187,66.325,209373,4,1
"Pelléas et Mélisande, Op. 80: 4. Sicilienne",Gabriel Fauré,0.164,0.0194,3,-34.126,1,0.0434,0.938,0.859,0.0939,0.0581,101.708,233400,3,1
"Goldberg Variations, BWV 988: Aria da capo - 1981 Version",Johann Sebastian Bach,0.436,0.00518,7,-36.593,1,0.067,0.995,0.932,0.0788,0.275,135.286,224133,5,1
On The Nature Of Daylight,Max Richter,0.0891,0.341,10,-12.681,0,0.046,0.145,0.836,0.111,0.0334,85.231,371747,3,1
"Ave Maria, D. 839",Franz Schubert,0.12,0.138,10,-15.538,1,0.048,0.994,0.686,0.11,0.043,67.894,256573,4,1
"Symphony No.3 in F, Op.90: 1. Allegro con brio - Un poco sostenuto - Tempo I",Johannes Brahms,0.156,0.0978,5,-16.326,1,0.0371,0.976,0.893,0.0854,0.0638,179.447,703720,3,1
Sibelius : Finlandia Op.26,Jean Sibelius,0.177,0.127,8,-19.167,1,0.0394,0.903,0.901,0.114,0.0612,149.698,485667,4,1
Piazzolla: Libertango,Alison Balsom,0.367,0.316,9,-14.49,0,0.0429,0.927,0.779,0.113,0.242,149.089,273562,4,1
"Mephisto Waltz No. 1, S. 514",Franz Liszt,0.356,0.152,4,-20.155,1,0.0406,0.981,0.903,0.0807,0.04,132.413,662600,4,1
Merry Christmas Mr. Lawrence (Arr. Metcalfe),Jess Gillam,0.339,0.0588,10,-17.647,0,0.0373,0.984,0.862,0.12,0.198,105.916,277148,4,1
"Hungarian Dance No.5 in G Minor, WoO 1, No.5",Johannes Brahms,0.359,0.046,6,-18.725,0,0.0407,0.901,0.118,0.277,0.263,127.653,152160,4,1
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 2. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018",Ludwig van Beethoven,0.166,0.0363,11,-26.822,1,0.0381,0.978,0.922,0.0882,0.039,84.467,473787,4,1
"Symphony No.5 in E flat, Op.82: 3. Allegro molto",Jean Sibelius,0.144,0.0868,8,-23.338,1,0.0387,0.891,0.904,0.177,0.0737,94.463,482000,3,1
Pini di Roma (The Pines of Rome): III. I pini del Gianiclo,Ottorino Respighi,0.0754,0.0102,4,-35.69,1,0.0464,0.901,0.106,0.0817,0.0331,81.324,462162,4,1
"Cello Concerto No.1, Op.107: 1. Allegretto",Dmitri Shostakovich,0.463,0.162,7,-24.484,0,0.045,0.963,0.825,0.0943,0.374,125.514,359667,4,1
"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)",Robert Schumann,0.357,0.0464,8,-20.868,1,0.0434,0.992,0.859,0.109,0.0417,69.859,239333,3,1
Pictures At An Exhibition: The Hut On Fowl's Legs (Baba-Yaga),Modest Mussorgsky,0.253,0.177,7,-19.525,1,0.0346,0.894,0.573,0.668,0.242,89.052,204093,4,1
"Ravel: Miroirs, M. 43: IV. Alborada del gracioso",Maurice Ravel,0.413,0.135,2,-23.277,1,0.0436,0.994,0.902,0.0823,0.0715,145.802,372347,3,1
Hedwig's Theme,John Williams,0.156,0.162,2,-17.101,0,0.036,0.897,0.691,0.111,0.077,73.407,309093,4,1
Carmina Burana: I. O Fortuna,Carl Orff,0.339,0.0937,2,-20.267,1,0.0394,0.931,0.293,0.252,0.458,123.048,167640,3,1
"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",Frederick Delius,0.0716,0.0408,7,-28.284,1,0.0399,0.851,0.901,0.0844,0.0377,77.047,349760,4,1
"St. Matthew Passion, BWV 244 / Part Two: ""Erbarme dich""",Johann Sebastian Bach,0.24,0.0648,4,-25.208,0,0.0426,0.935,0.0272,0.258,0.0771,95.286,423107,3,1
Appalachian Spring: VII. Doppio movimento,Aaron Copland,0.186,0.124,1,-15.271,1,0.0434,0.978,0.865,0.111,0.248,77.903,183267,4,1
Now Sleeps The Crimson Petal (Four Madrigals On Rose Texts): Now Sleeps The Crimson Petal,Paul Mealor,0.161,0.0144,6,-30.883,1,0.0365,0.986,0.117,0.0836,0.0336,82.646,197400,4,1
Nascence,Austin Wintory,0.203,0.112,11,-18.029,0,0.0418,0.936,0.935,0.126,0.0374,72.483,106960,4,1
I Guess I'll Hang My Tears Out To Dry - Rudy Van Gelder Edition/Remastered 1999,Dexter Gordon,0.524,0.222,3,-8.967,1,0.0346,0.907,0.00124,0.0544,0.325,120.71,322000,4,1
My Foolish Heart,Bill Evans Trio,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,297320,4,1
This I Dig Of You - Remastered 1999/Rudy Van Gelder Edition,Hank Mobley,0.587,0.673,10,-7.858,1,0.0509,0.744,0.00618,0.0721,0.788,123.407,385867,4,1
Just Friends,Sarah Vaughan,0.203,0.306,10,-12.366,0,0.0344,0.952,0.000307,0.281,0.0625,76.905,181493,4,1
All the Things You Are,Oscar Peterson Trio,0.601,0.314,5,-16.922,0,0.0353,0.526,0.878,0.0937,0.316,135.712,370385,4,1
When Sunny Gets Blue,McCoy Tyner,0.427,0.114,2,-22.546,0,0.0509,0.843,0.863,0.0966,0.114,60.484,282320,4,1
They Can't Take That Away from Me - 2012 Remastered Version,Mel Tormé,0.488,0.337,5,-10.185,0,0.0463,0.851,2.12E-05,0.126,0.471,133.27,181653,4,1
From Gagarin's Point of View,Esbjörn Svensson Trio,0.621,0.0335,2,-21.479,0,0.0395,0.555,0.93,0.218,0.126,104.036,243333,4,1
The Things We Did Last Summer,Freddie Hubbard,0.308,0.114,5,-20.291,1,0.0399,0.912,0.919,0.169,0.163,79.261,439120,4,1
Along Came Betty,Art Blakey,0.665,0.359,1,-8.887,1,0.0326,0.801,0.106,0.145,0.4,111.639,368747,4,1
Remember - Remastered,Hank Mobley,0.539,0.403,8,-9.168,1,0.0531,0.794,0.000613,0.278,0.699,165.301,342333,4,1
Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,Stanley Turrentine,0.505,0.159,7,-11.235,0,0.0336,0.946,0.0127,0.212,0.196,59.385,295200,4,1
Stormy Weather,Oscar Peterson Trio,0.652,0.171,7,-16.1,1,0.0569,0.99,0.864,0.158,0.562,118.883,213387,4,1
"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",Miles Davis,0.629,0.278,8,-12.229,1,0.0329,0.662,0.000229,0.106,0.503,128.453,586493,4,1
Lullaby Of Birdland,Sarah Vaughan,0.578,0.351,11,-12.432,0,0.101,0.813,0,0.123,0.476,122.712,240867,4,1
The Sidewinder - Remastered 1999/Rudy Van Gelder Edition,Lee Morgan,0.473,0.67,8,-7.756,1,0.0353,0.446,3.15E-06,0.0957,0.808,152.484,625293,4,1
"Take the ""A"" Train",Duke Ellington,0.5,0.284,0,-15.59,1,0.0404,0.272,0.0432,0.12,0.576,93.724,332640,4,1
Watermelon Man - Remastered,Herbie Hancock,0.612,0.526,0,-8.558,0,0.0272,0.727,0.0331,0.183,0.594,129.341,429267,4,1
My Funny Valentine,Miles Davis Quintet,0.549,0.124,0,-13.793,0,0.0397,0.938,0.00175,0.126,0.32,66.184,360827,4,1
Blue Skies,Art Tatum,0.443,0.0711,1,-20.146,1,0.0486,0.989,0.894,0.101,0.596,175.02,172293,4,1
Django - Rudy Van Gelder Edition / Remastered 1999,Grant Green,0.653,0.368,10,-11.567,0,0.0439,0.875,0.00305,0.0972,0.249,117.161,524093,4,1
Alone Together - Rudy Van Gelder Remaster,Kenny Dorham,0.336,0.0619,5,-20.494,0,0.0363,0.985,0.891,0.11,0.197,60.705,190400,4,1
Blue Moon,Billie Holiday,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866,207827,4,1
Coffee Cold,Galt MacDermot,0.685,0.472,9,-9.691,0,0.0298,0.785,0.284,0.224,0.475,80.487,205720,4,1
Fly Me To The Moon - Remastered,Frank Sinatra,0.67,0.365,0,-10.158,1,0.0564,0.525,0,0.0575,0.45,119.344,147147,4,1
How Long Has This Been Going On,Ben Webster,0.529,0.0367,0,-21.63,1,0.0515,0.99,0.31,0.127,0.214,140.296,330693,4,1
Moanin',Art Blakey,0.612,0.493,5,-8.589,0,0.0467,0.804,0.266,0.202,0.484,126.358,570720,4,1
In A Sentimental Mood,Duke Ellington,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,255227,4,1
There's No Business Like Show Business,Sonny Rollins,0.394,0.441,8,-14.237,1,0.0371,0.692,0.0375,0.105,0.629,90.058,378960,4,1
I Remember Clifford,Lee Morgan,0.368,0.14,0,-15.005,0,0.045,0.901,0.874,0.0688,0.172,61.758,428973,4,1
Softly As In A Morning Sunrise,The Modern Jazz Quartet,0.634,0.327,0,-9.703,0,0.0551,0.709,0.0131,0.158,0.498,80.825,209400,4,1
Aisha,Joki Freund Sextet,0.163,0.14,4,-19.712,0,0.0373,0.428,0.955,0.0999,0.18,169.381,228533,3,1
Ruby My Dear,Roy Hargrove,0.412,0.195,8,-10.288,1,0.0331,0.9,0.709,0.106,0.0778,133.918,372493,4,1
Mirrors - Remastered 2004,Freddie Hubbard,0.406,0.208,1,-13.767,0,0.0413,0.962,0.929,0.181,0.291,102.778,368107,4,1
Crystal Silence,Chick Corea,0.203,0.0186,9,-24.277,0,0.0408,0.985,0.377,0.0728,0.0481,76.591,415000,4,1
On The Sunny Side Of The Street,Dizzy Gillespie,0.662,0.331,0,-12.712,1,0.0581,0.532,0.000125,0.253,0.408,120.228,340960,4,1
Triste,Oscar Peterson Trio,0.441,0.321,10,-19.455,1,0.0324,0.856,0.854,0.236,0.594,89.776,321157,4,1
Blue Rondo à la Turk,The Dave Brubeck Quartet,0.588,0.4,7,-11.914,0,0.036,0.851,0.352,0.11,0.468,113.615,403640,4,1
A Nightingale Sang In Berkeley Square,Stan Getz,0.425,0.0429,1,-24.86,1,0.0408,0.951,0.0184,0.148,0.255,96.097,419627,4,1
Autumn Leaves,Chet Baker,0.496,0.634,5,-10.328,0,0.0364,0.779,0.402,0.0746,0.606,93.357,423573,4,1
All Alone,Mal Waldron,0.492,0.205,9,-8.488,0,0.0577,0.983,0.893,0.122,0.109,128.315,310055,4,1
Summertime,Albert Ayler,0.446,0.191,10,-15.854,1,0.0385,0.925,0.574,0.3,0.291,137.046,527579,4,1
Stella By Starlight,Joe Lovano,0.581,0.163,0,-16.612,0,0.0547,0.926,0.861,0.116,0.448,88.101,347773,4,1
One For Majid - Live,Keith Jarrett,0.546,0.322,0,-19.111,1,0.037,0.662,0.0299,0.76,0.488,96.07,407587,4,1
If You Could See Me Now,Chet Baker,0.511,0.031,3,-19.636,1,0.0388,0.939,0.898,0.139,0.179,112.911,318413,4,1
Midnight Blue - Remastered,Kenny Burrell,0.652,0.356,5,-13.733,0,0.0419,0.546,0.000103,0.132,0.56,148.822,242347,4,1
It Could Happen To You,Miles Davis Quintet,0.623,0.403,5,-11.121,0,0.0426,0.451,1.13E-05,0.448,0.631,93.911,396960,4,1
Over The Rainbow,Lou Donaldson,0.371,0.0823,3,-20.45,1,0.0352,0.963,0.49,0.0838,0.0789,106.146,431267,4,1
What A Diff'rence A Day Made,Dinah Washington,0.387,0.117,0,-17.803,1,0.0299,0.925,0.000171,0.109,0.166,93.575,151867,4,1
Windows,Chick Corea,0.503,0.344,1,-19.024,1,0.0369,0.673,0.381,0.096,0.468,108.489,191933,4,1
Tell Me a Bedtime Story,Herbie Hancock,0.398,0.527,4,-16.591,0,0.0297,0.713,0.934,0.119,0.353,118.504,301867,4,1
All of You,Miles Davis,0.631,0.261,5,-10.988,0,0.0424,0.424,6.60E-05,0.184,0.58,82.425,420693,4,1
Quick Trick,Art Blakey & The Jazz Messengers,0.611,0.291,2,-18.392,1,0.0647,0.765,0.000133,0.0571,0.534,83.443,283740,4,1
Nature Boy,Jan Johansson,0.438,0.182,2,-15.209,0,0.0338,0.983,0.841,0.119,0.0639,65.535,284187,3,1
Line For Lyons,Gerry Mulligan,0.543,0.133,7,-16.846,0,0.1,0.805,0.00135,0.125,0.464,171.493,188960,4,1
Monticello,The Monty Alexander Trio,0.559,0.479,11,-18.152,0,0.0429,0.678,0.861,0.215,0.485,99.782,232378,4,1
But Not For Me - Vocal Version,Chet Baker,0.626,0.152,5,-14.182,0,0.0405,0.934,6.05E-05,0.12,0.545,82.174,184467,4,1
Joy Spring,Clifford Brown,0.546,0.305,3,-10.934,1,0.0494,0.789,0.352,0.125,0.664,164.902,198800,3,1
Theme for Maxine,Woody Shaw,0.397,0.329,5,-13.317,1,0.0398,0.611,0.84,0.207,0.462,166.831,435040,3,1
Goodbye Pork Pie Hat,Charles Mingus,0.356,0.0937,8,-16.64,0,0.0353,0.957,0.096,0.209,0.278,86.669,342373,3,1
Questar,Keith Jarrett,0.468,0.391,2,-13.196,0,0.0269,0.658,0.0617,0.111,0.342,142.413,550493,4,1
Footprints,Miles Davis,0.402,0.409,5,-13.95,0,0.0363,0.128,0.000568,0.0947,0.489,130.681,585960,4,1
Love Theme From Spartacus - Remastered,Yusef Lateef,0.522,0.379,4,-14.096,0,0.0286,0.635,0.925,0.114,0.454,133.698,251600,3,1
Never Will I Marry,Cannonball Adderley,0.589,0.184,0,-12.282,1,0.049,0.631,0,0.0819,0.343,98.365,139200,4,1
Naima,John Coltrane,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,258266,3,1
Tenor Madness - Rudy Van Gelder Remaster,Sonny Rollins Quartet,0.431,0.511,0,-8.052,0,0.0554,0.75,6.22E-05,0.332,0.664,174.922,733067,4,1
These Foolish Things (Remastered),Lester Young,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,190933,4,1
I Remember Clifford - Rudy Van Gelder Edition; 2007 Digital Remaster,Lee Morgan,0.376,0.278,0,-8.597,0,0.0416,0.912,0.886,0.0728,0.199,62.055,429040,4,1
"Köln, January 24, 1975, Pt. II C - Live",Keith Jarrett,0.27,0.688,0,-16.305,1,0.0547,0.973,0.884,0.669,0.219,75.845,416840,4,1
I Got It Bad And That Ain't Good,Oscar Peterson Trio,0.488,0.0527,5,-27.331,1,0.0478,0.971,0.911,0.0882,0.193,49.689,306227,4,1
Red Clay,Freddie Hubbard,0.519,0.379,9,-14.368,1,0.0353,0.407,0.288,0.161,0.598,139.749,729760,4,1
Milestones (feat. John Coltrane & Cannonball Adderley),Miles Davis,0.553,0.546,9,-7.459,0,0.0341,0.439,0.000557,0.167,0.7,118.214,342067,4,1
Autumn Nocturne,Lou Donaldson,0.539,0.0678,0,-18.039,1,0.0468,0.967,0.168,0.114,0.263,124.105,294667,4,1
Mean To Me - Remastered/1998,Dean Martin,0.615,0.145,7,-14.283,1,0.0422,0.748,0,0.0292,0.505,102.633,130253,4,1
Search For Peace,McCoy Tyner,0.456,0.222,0,-16.879,1,0.0354,0.938,0.806,0.24,0.15,112.725,392000,4,1
A Day In The Life,Wes Montgomery,0.476,0.251,9,-13.854,0,0.0278,0.769,0.774,0.0637,0.37,98.833,354973,4,1
"Straight, No Chaser",Thelonious Monk,0.465,0.35,3,-12.977,1,0.0403,0.41,0.279,0.135,0.62,93.336,688133,4,1
Skating In Central Park,Bill Evans,0.478,0.0294,0,-25.319,1,0.0453,0.993,0.948,0.105,0.148,124.308,324200,3,1
"He's Younger Than You Are - From ""Alfie"" Score",Sonny Rollins,0.417,0.11,5,-16.504,0,0.0405,0.951,0.721,0.174,0.22,57.312,313440,4,1
Speak No Evil,Wayne Shorter,0.457,0.395,5,-15.072,0,0.0376,0.652,4.52E-06,0.31,0.479,106.404,505693,3,1
Bags' Groove - Rudy Van Gelder 2001 - Remaster,Milt Jackson,0.631,0.197,0,-15.774,0,0.0489,0.886,0.000587,0.332,0.67,87.544,185307,4,1
I'm A Fool To Want You - 2006 Digital Remaster,Donald Byrd,0.386,0.075,5,-14.124,0,0.0348,0.985,0.904,0.0869,0.23,96.76,372787,4,1
'Long As You Know You're Living Yours,Keith Jarrett,0.605,0.376,5,-14.978,1,0.0322,0.253,0.207,0.117,0.948,131.927,370867,4,1
Take Five,The Dave Brubeck Quartet,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,324133,5,1
Since I Fell For You - Rudy Van Gelder Edition / 2007 / Digital Remaster,Lee Morgan,0.416,0.201,8,-11.461,1,0.0379,0.975,0.803,0.107,0.372,165.869,339333,3,1
Blues Inn - Remastered,Jackie McLean,0.583,0.461,5,-9.58,0,0.0482,0.668,0.17,0.162,0.516,131.878,545347,4,1
I Remember You,Lee Konitz,0.564,0.305,10,-14.224,0,0.063,0.794,0.0983,0.152,0.571,115.739,266707,4,1
A Night In Tunisia - Remastered,Dexter Gordon,0.528,0.583,7,-8.776,0,0.0643,0.592,0,0.305,0.671,96.284,495373,4,1
Splanky,Count Basie,0.583,0.376,6,-10.914,1,0.0433,0.725,0.251,0.0642,0.614,120.713,217373,4,1
Cheek To Cheek,Ella Fitzgerald,0.655,0.31,0,-13.4,1,0.0866,0.573,0,0.119,0.665,121.999,353267,4,1
Comin' Home Baby,Herbie Mann,0.651,0.143,5,-22.617,1,0.0531,0.752,0.421,0.138,0.601,78.792,519600,4,1
I'm Old Fashioned - Remastered 2003/Rudy Van Gelder Edition,John Coltrane,0.394,0.23,3,-10.475,1,0.0348,0.931,0.497,0.0662,0.358,78.319,477760,4,1
Turiya & Ramakrishna,Alice Coltrane,0.419,0.296,6,-14.721,1,0.0308,0.914,0.927,0.193,0.121,111.452,498107,4,1
One For Daddy-O - Remastered,Cannonball Adderley,0.616,0.434,5,-7.257,0,0.031,0.581,0,0.131,0.404,108.467,505453,4,1
Besame Mucho,Dave Brubeck,0.517,0.273,10,-17.279,0,0.0627,0.866,0.774,0.979,0.321,63.423,354573,4,1
Cantaloupe Island - Remastered,Herbie Hancock,0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,333947,4,1
Stolen Moments,Oliver Nelson,0.575,0.187,0,-13.081,0,0.0513,0.927,0.876,0.166,0.342,107.469,525613,4,1
"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,0.532,0.151,0,-17.266,1,0.0376,0.706,0.00136,0.116,0.211,136.759,562640,4,1
Into You,Ariana Grande,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75E-06,0.145,0.37,107.853,244453,4,0
Glad You Came,The Wanted,0.698,0.844,7,-4.549,0,0.067,0.0577,1.69E-05,0.105,0.446,126.937,198467,4,0
Who Knew,P!nk,0.689,0.737,9,-4.516,1,0.0268,0.00482,0,0.0777,0.47,140,207893,4,0
My House,Flo Rida,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,192191,4,0
Hot N Cold,Katy Perry,0.706,0.841,7,-3.956,1,0.0418,7.95E-05,0,0.0688,0.861,132.032,220227,4,0
Love Song,Sara Bareilles,0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055,258827,4,0
Love You Like A Love Song,Selena Gomez & The Scene,0.858,0.677,1,-3.842,0,0.0465,0.0752,0,0.0718,0.925,117.005,188067,4,0
Born This Way,Lady Gaga,0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.494,123.907,260253,4,0
Die Young,Kesha,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,4,0
Wake Me Up,Avicii,0.512,0.803,2,-5.135,1,0.0531,0.00362,0.000583,0.116,0.591,124.162,249693,4,0
Hey Ya!,Outkast,0.715,0.97,0,-2.206,1,0.0648,0.0644,0.000156,0.205,0.963,79.504,239240,4,0
Ghost Boy,Jacob Tillberg,0.792,0.634,4,-6.566,0,0.0348,0.245,7.11E-06,0.136,0.322,99.989,207612,4,0
New Rules,Dua Lipa,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,209320,4,0
Attention,Charlie Puth,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12E-05,0.0848,0.777,100.041,211475,4,0
There's Nothing Holdin' Me Back,Shawn Mendes,0.857,0.8,2,-4.035,1,0.0583,0.381,0,0.0913,0.966,121.996,199440,4,0
Flames,David Guetta,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45E-06,0.0895,0.362,93.958,195000,4,0
Complicated,Avril Lavigne,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74E-06,0.3,0.427,77.987,244507,4,0
Snow (Hey Oh),Red Hot Chili Peppers,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75E-05,0.119,0.599,104.655,334667,4,0
Run It!,Chris Brown,0.85,0.482,1,-6.684,0,0.102,0.0246,0,0.387,0.217,100.957,229867,4,0
Homesick,Dua Lipa,0.426,0.224,6,-8.683,1,0.0391,0.948,0,0.112,0.399,85.728,230480,5,0
Something Just Like This,The Chainsmokers,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160,4,0
Perfect,Ed Sheeran,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400,3,0
Feel It Still,Portugal. The Man,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4,0
Brave,Sara Bareilles,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.10E-05,0.0425,0.758,185.063,220573,4,0
Till the World Ends,Britney Spears,0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.202,0.45,131.951,237947,4,0
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,201160,4,0
Counting Stars,OneRepublic,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122.017,257840,4,0
Alejandro,Lady Gaga,0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,274213,4,0
Live While We're Young,One Direction,0.66,0.839,2,-2.058,1,0.0546,0.0594,0,0.106,0.945,126.001,198947,4,0
Single Ladies (Put a Ring on It),Beyoncé,0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.188,0.272,193.437,193213,4,0
Paparazzi,Lady Gaga,0.761,0.729,5,-3.081,0,0.0415,0.126,0,0.0955,0.387,114.924,208320,4,0
Grenade,Bruno Mars,0.706,0.558,2,-7.237,0,0.0593,0.146,0,0.118,0.227,110.443,223253,4,0
Baby,Justin Bieber,0.73,0.848,5,-5.262,0,0.101,0.0494,0,0.133,0.559,65.025,213973,4,0
Graffiti,Ricky Iuliucci,0.655,0.71,0,-7.793,1,0.0357,0.16,3.22E-06,0.0974,0.326,128.001,144092,4,0
I Really Like You,Carly Rae Jepsen,0.621,0.825,5,-4.686,1,0.042,0.0063,6.76E-05,0.249,0.593,122.057,204773,4,0
The Edge Of Glory,Lady Gaga,0.581,0.774,9,-6.547,1,0.0399,0.000334,0.0174,0.109,0.358,127.952,321173,4,0
Smoke & Ash,Weisser Quiff,0.694,0.602,10,-7.358,0,0.0276,0.472,0.0982,0.109,0.329,104.997,164008,4,0
One Thing,One Direction,0.713,0.724,2,-3.769,1,0.0282,0.00215,0,0.0636,0.653,126.992,197187,4,0
This Is America,Florence Nevada,0.919,0.528,10,-8.926,1,0.23,0.00979,5.59E-05,0.37,0.855,119.988,161496,4,0
All My Heroes - Radio Edit,Naeleck,0.609,0.668,11,-4.515,1,0.0308,0.287,0.0104,0.0974,0.212,82.975,228434,4,0
Crown,RudeLies,0.804,0.88,4,-5.272,0,0.0501,0.0988,0.571,0.101,0.285,125.992,132381,4,0
Lady Marmalade,Christina Aguilera,0.739,0.864,5,-2.173,1,0.0666,0.014,4.53E-06,0.659,0.64,109.896,265960,4,0
Out of Here,RudeLies,0.778,0.877,4,-3.619,0,0.0562,0.146,0.0149,0.352,0.739,125.974,164762,4,0
Circles,Wyn Starks,0.644,0.437,11,-6.678,0,0.0254,0.456,8.14E-05,0.0643,0.609,96.954,167763,3,0
Happy,Pharrell Williams,0.652,0.757,1,-6.819,1,0.153,0.286,0,0.0886,0.962,159.911,233305,4,0
Red Love,Emmanuel Kelly,0.513,0.793,1,-2.43,0,0.0432,0.442,0,0.212,0.434,131.918,226364,4,0
Late To The Party,anders,0.761,0.543,8,-8.536,0,0.0466,0.0194,0.00215,0.105,0.44,121.971,181441,4,0
Boss Thoughts,Jake James,0.592,0.877,9,-7.122,1,0.297,0.0159,0,0.284,0.621,88.033,113522,4,0
I Know,3asy,0.777,0.532,8,-9.316,1,0.18,0.45,0,0.337,0.658,92.475,138144,4,0
Revenge,Shady Babies,0.824,0.521,6,-6.617,0,0.122,0.127,0,0.0527,0.534,121.946,205067,4,0
Be Ok,Baker Grace,0.652,0.329,3,-10.036,1,0.0998,0.614,0.000303,0.128,0.353,139.604,193673,4,0
Broken Love,Mariline,0.578,0.939,6,-3.676,1,0.0654,0.00421,0.231,0.521,0.216,128.12,136875,4,0
Firing Squad,Milquetoast and Co.,0.608,0.595,9,-8.148,0,0.0247,0.0353,0.000549,0.19,0.358,124.995,211782,4,0
We Ride,Terrell Edmunds,0.663,0.603,2,-8.403,0,0.112,0.157,4.42E-06,0.116,0.408,86.414,166452,4,0
Relentless,Kool Rula,0.749,0.702,1,-7.308,1,0.25,0.0377,1.72E-05,0.148,0.669,149.888,238500,4,0
The Process,Amber J,0.745,0.457,0,-10.979,1,0.109,0.222,0.000196,0.1,0.476,149.06,186846,4,0
Sundown,Logan M,0.741,0.506,3,-9.206,0,0.0331,0.109,0,0.115,0.536,115.018,153391,4,0
Timeless,EM NACIREMA,0.637,0.527,0,-10.913,1,0.487,0.501,0,0.0842,0.824,137.812,231167,4,0
NEVA,Justina Valentine,0.89,0.806,10,-3.53,1,0.314,0.35,0,0.592,0.837,99.97,98000,4,0
Stranger,S4G4,0.693,0.513,7,-7.327,1,0.142,0.0385,0,0.103,0.393,172.884,159000,4,0
Drivers License,RickyJab,0.586,0.671,10,-6.7,1,0.0601,0.206,0,0.271,0.451,143.804,246410,4,0
Gold Digga Figures,Flight,0.632,0.907,5,-4.479,1,0.292,0.123,0,0.627,0.61,98.929,146400,4,0
Glow in the Dark,Trezdamirra,0.742,0.594,8,-11.495,1,0.65,0.102,0,0.0772,0.493,130.971,131161,5,0
Everything's Up,Yung Dred,0.507,0.772,11,-7.063,1,0.339,0.284,0,0.132,0.611,179.958,204533,4,0
Floating Inside My Bones,GARZA,0.779,0.575,5,-9.241,1,0.0387,0.0942,3.79E-06,0.107,0.146,119.993,261480,4,0
I'm Not Your Mother,ALITA,0.626,0.577,6,-5.999,0,0.078,0.314,0.000124,0.151,0.501,80.058,230373,4,0
Aquarius,E the profit,0.802,0.31,6,-17.107,1,0.43,0.263,0,0.0933,0.418,144.999,97662,4,0
Positive Vibes,Evrywhr,0.874,0.316,7,-6.259,0,0.0695,0.584,0.217,0.112,0.352,92.018,183750,4,0
